ice storm	| Last week , a huge storm hit our area. The power went out in many parts of our town. We spent several hours in the dark. We tried to prepare and move our stuff. Everyone else was stuck in the dark for hours.
the choir	| The school had a Christmas concert. The choir had played to the very end. They were very excited. They were going to perform their hymns. They were very proud of themselves.
statistics exam	| Tom was taking the statistics test. He had been studying for weeks. He studied for days. When the test was over Tom was very tired. He failed the statistics test.
cheese grating	| Amy's mom bought her a cheese grating. She was excited to try it. When she got it she saw that it was disgusting. She wanted to scream at her mom. Amy thought it was the best gift she ever got.
broken jars	| usie was trying to clean her kitchen. She needed to clear away some loose dirt. She started by cleaning the dryer. Then , she began to clear the jars. It took a long time.
doctor visit .	| Mary went to see her doctor. The doctor told Mary that she needed to start taking her medicine. Mary also had to start paying attention to her diet. Mary was glad that her doctor gave her a prescription. Mary was so thankful for her doctor's recommendation.
feeling bad	| Tom was eating a big burger. He felt really sick. He couldn't stand it anymore. He went to the hospital. They gave him a flu shot.
lost cat	| I looked through my dog's litter box and saw a kitten. I was surprised that she was still alive. I took the kitten to the vet. The vet found out she had worms. They were removed and her litter was returned.
crow	| Jake had a dog named Wally. Wally loved to bark and chase birds. Jake had to be more careful with Wally. One day Wally decided to get loose and run away. Jake was so upset that Wally got away.
running late	| Tom was driving from his house to work. He was tired after taking a long day of driving. He decided to run a few errands. He was late for work. Tom realized that he was running late and called for help.
lost wallet	| Tom was out with friends. They were eating at a restaurant. They saw a wallet but could not find it. Tom looked around for hours. He finally found it and it was in his pocket.
milkshake	| Jane wanted to make her own milkshake. She bought a container and milk. She poured it over a bowl of cereal. Jane's face started to turn red. Jane's milkshake had spoiled.
caden got the football	| Caden was going to watch the game in his old home. He was going to see his old friend Jim play basketball. Caden's father told him he had to buy a football. Caden had to earn this money. Caden played with Jim until he was old enough to watch the game.
stuffed	| Tim was trying to get some new socks. Every pair was completely stuffed. He couldn't find any that fit. He asked his sister for help. She was able to fit them into his socks.
dress	| I decided to sew my own dress. I needed a way to display it. I decided to make a pattern. I made it and gave it to my mom. She was very appreciative.
the root of the problem	| Tim was eating some cheese. He began to get stomach pains. Tim went to the doctor. The doctor said that he had the root of the problem. Tim had a doctor's appointment the next day.
lost boys	| Last night my boyfriend and I went out to eat. It was a nice night and we were enjoying it. Suddenly we see our dogs outside. We were shocked to see them. They were running away and we could not catch them.
birch	| The trees were beautiful and alive. The birds sang happily. The earth felt alive with life. The earth was a wonderful place to live. It was a wonderful day !
school troubles	| amantha had her first day at school. She was nervous but excited. She had never been to a school before. Her first class was going to be very hard. Samantha was not prepared for what was to come.
corners	| John was getting hungry. He didn't want to go to the grocery store. He decided to eat some corn. He ate all the corn and had a great day. John was happy he didn't go to the store.
table	| Anna needed to get a table for her new apartment. Her parents told her they would have to pay. They agreed to pay for the table. Anna was relieved. She would have the money for the table later.
big girl	| amantha was a big girl. She loved to play games. She had a lot of friends. She was the nicest girl in school. She was the best friend in her class.
robbed	| I was sitting on my front porch. Suddenly a car pulled up. It was a man. He gave me his wallet. He took all my money.
the clock that made me late for work .	| My boss told me that he was coming into town. I had to get dressed and get ready for work. I put my coat in my car and drove to my boss's house. Then , I put on my work outfit. When I went to work , I was late for work and my boss was mad. <|endoftext|>>
the hot air balloon ride	| The kids were in line for the hot air balloon ride. They were excited to try it. They waited in line for an hour. Finally the ride began. It was a blast !
carla 's brownies	| Carla loved to bake. She bought a new oven and made her own cookies. She set them out in the oven. Carla baked them every day. Carla was tired of baking cookies.
allergic reaction	| Allie was allergic to peanuts. Her doctor ordered her to stop eating them. Allie had to stop eating peanuts. Allie was afraid of peanuts. Her doctor gave her a shot. <|endoftext|>>
the cows	| The cows were coming in my pasture ! My mom made some milk and gave it to the cows. The cows were very hungry. They all trotted around her. The cows were very grateful.
headphones	| I took my headphones off today. The headphones were breaking. I took them to the store. They were expensive. I was too embarrassed to buy them.
dog walker job	| Bob was a dog walker. He loved his job but it wasn't enough. He wanted more. He was approached by a company offering him a position. Bob accepted and was ecstatic.
out of cold medicine	| arah was out of cold medicine. She couldn't afford to buy more. She went to the pharmacy. She asked for cold medicine from the pharmacist. The pharmacist gave her some cold medicine.
running out	| I was out of water. So I decided to walk. I was running when I fell. I did not get up. I was very sad.
exam grade	| Tim was a biology student. He got an essay due the next day. He was very nervous. He practiced his answers every day. When he got his exam back he was very proud.
clothes ? ?	| Gina was getting ready to go to school. But she couldn't find her school clothes ! She looked everywhere in the house. She tried and tried but she couldn't find them ! After hours , she found the perfect school outfit in the closet.
foreign exchange student	| I was a student in the United States. I was studying abroad. I was trying to get a visa. I had a hard time getting a visa. I eventually got one.
mail	| My friend's sister got a mail. She was upset because it was from her brother. She wrote him a long letter. He sent it over the phone. I told him to never call her again.
chipped tooth	| Jake was eating a bowl of cereal. He bit into the cereal. His tooth broke. Jake was so scared. He had to go to the dentist.
shopping	| Kasey wanted to buy some clothes for her boyfriend. She was going to go shopping with him for his birthday. She was going to pick his favorite pair of jeans. He picked his favorite pair of shirts. There was an hour wait at the store.
faulty computer problems .	| Katelyn was using her computer. Suddenly , the computer froze. Katelyn realized that her internet connection wasn't working. She called her internet provider. Luckily , they fixed it right away.
new dog	| The family decided to get a new dog. They went to the shelter. They picked out a perfect dog. They waited for the new dog to come. The new dog arrived and they were very happy.
light jacket	| I was going on a business trip. I needed a jacket. I could not afford it. I finally found one that fit. I was able to wear it.
my little friend	| I was playing with my little friend. I accidentally knocked over a toy car tire. I went to pick up the tire. My little friend was crying. She said I was the reason she was crying.
cat	| Matt wanted his cat to eat. He fed it carrots. It loved it. He gave it a nice , full dinner. It ate it happily !
the kayaks	| The couple went kayaking. They were going far enough to see the forest. They were going to go to the beach. They went into the lake and sat at the shore. They had a great time.
twenty-one	| In the twenty-first century , our society has changed. We live in a world where we have a digital footprint. Our digital footprint is now so big that we no longer have a footprint. We are not living in a digital age anymore. Our lives are digital now.
cigarettes	| I started smoking cigarettes in my 20's. I loved smoking cigarettes but I was smoking more than I should. I found out I have a nicotine problem. I went to the doctor and he told me I need to quit smoking cigarettes. I quit smoking cigarettes and now I have a nicotine problem.
jen 's jewelry	| Jen was a young lady. She wanted to buy her very own pearl necklace. She took a job at a jewelry store. She worked hard , but it was time for her necklace to be delivered. When she got it it was so beautiful she couldn't believe it.
chris gets glasses	| Chris wanted to get his eyes checked. His eyesight was not good enough. He went to a doctor. The doctor gave him a prescription for glasses. Chris wore his new glasses the next day.
overconfident	| I was in a big competition. I thought I was the best. I started to work hard and practiced my interviews very hard. I did very well. I was able to win the competition. <|endoftext|>>
samuel misses school	| amuel wanted to go to school early this morning. He drove to the school and sat down at his desk. Samuel looked at his schedule. He realized that he didn't have his exam tomorrow. He went to sleep instead.
regret	| Anna was in a bad accident. She was in a car accident with another car. She was driving slowly. The other car swerved and hit her. Anna was in the hospital for a week. <|endoftext|>>
off roading	| Tim was a car enthusiast. He did lots of road surveys. He had a great idea. He would take his motorcycle out on the country. Tim's idea became a reality and he is now a roadie. <|endoftext|>>
the painting	| The artist was very good. He was very good at his craft. He worked on a painting for an important client. It sold millions of dollars. The client was very pleased with his work.
sunglasses	| Tom needed new glasses. He didn't have any. He went to the eye doctor. He was told it was normal. He still needed glasses.
special delivery	| Gina's grandma was having a party for her birthday. But it was for Gina's birthday. She was upset because she didn't know what to get her. She wanted everything delivered to her house. Gina called her grandma and told her she wanted a present.
the dreaded scenario	| Fred was a poor student. He had bad grades. His parents got him a college scholarship. But he didn't have any money. Fred was devastated.
the book report	| Jim was writing a book report. He had trouble finding all his material. He tried to find some online. He found an old book that he liked. He used it to write his book report.
saving for a car	| Tim needed to buy a car. He didn't have enough money. He started saving money. He started saving more money. Tim eventually saved enough money to buy a car.
washing hair	| The man tried a new hair-care regimen. He noticed some results. He tried a different hair-care regimen. He noticed no results. He tried one more hair-care regimen.
crawling around	| John and his friends were playing in the woods. John started to crawl. He decided to crawl down a tree. He tried to climb up a large rock. He went down the tree and came back up.
in the night	| I went out to my apartment after work. I went into my bedroom. I turned on the lights. I turned on the television. I turned on my stereo.
lisa 's night out	| Lisa had been feeling really lonely. She decided to go out with some friends. They went out to a bar and had a few drinks. After a few drinks , Lisa felt much more confident. She was glad she had some friends to hang out with.
ned 's newspaper	| Ned loved to read the paper , but his paper was broken. Ned decided to look up a good alternative newspaper company. Ned looked in the local paper for a good copy. Ned found a great alternative newspaper company to buy his paper. Ned went to the local paper and bought the paper.
the closed shop	| John really needed to do some work. He decided to open a business. He worked hard for the first few months. He was able to open his shop. He felt proud that he had fulfilled his dream.
marijuana	| Bill was arrested for marijuana possession. He was sentenced to community service. He got his degree. He moved to Colorado. He had the best summer job he could imagine.
the gun	| Gina's dad had bought her a gun. She liked it , but knew it was dangerous. She'd had a few fights with it , and feared the worst. She feared she'd be in a lot of trouble. But she was wrong.
broken ride	| Tom was riding his bicycle. He was going fast. He tried to move through a small space. He fell off. Tom was bruised though.
vegas trip	| I went on a vacation with my family. We drove to Las Vegas for the first time. It was amazing. It was almost a trip of a lifetime. We were so excited when we got there !
molting	| I decided to make a cake for my girlfriend. I tried to spread the batter evenly. Then , I started to put the cake in the oven. However , it started to get too hot. I accidentally burned the cake.
cell phone rescue	| Tom was in the car with his cell phone. He was driving in the rain when he lost control of the car. Tom hit the car in front of him. He called his insurance company and they helped him. He was able to get his phone back , no questions asked.
terry babysits	| Terry wanted to be a father for his daughter. He started a campaign for babysitting jobs. He put up posters around town hoping to get a job. Terry's campaign worked , and Terry was able to stay with his daughter. Terry was happy to have a job.
miscommunication	| Tina was trying to get attention on Facebook. She posted a photo of herself with her friends. However , the photo was incorrectly framed. Tina had a long conversation with her friends. When she got back to Facebook , she saw the photo was taken down.
shooting accident	| Tom was taking a picture. He was trying to take a good picture. As he was moving the camera a deer ran by. Tom tried to get the deer to stop. The deer was more interested in Tom.
rodney gets into a fight	| Rodney is a middle aged man. Rodney is drinking. Rodney is drinking too much. Rodney gets into a fight with a woman. Rodney is grounded for a month for drinking.
trapped	| I was at a friend's house. He was trying to go to sleep. I was trying to wake him up. He fell asleep while I was trying to go to sleep. I ran out of the house and told my friend.
cast	| Tina wanted to go to the movies. She asked her parents to let her go. Her parents agreed. Tina bought a ticket and went with her. They had a great time.
book	| I wrote a book one year. It was about a little girl and her cat. I did not do well in school. I did well in college. I got a college scholarship.
stomach problems	| ean was eating a huge steak. He felt very sick. He called in sick to work. Sean had to go to the doctor. Sean's stomach problems were caused by his steak.
skinny dipping	| I was skinny dipping yesterday. I have a lot of friends that are skinny dipping. I decided to dip. I put my arms around them. It was a fun experience.
product development	| am was a great programmer. He was very good at programming. He was working on a game. He decided to make it much better. He didn't think it would happen.
broken chair	| Kate was sitting in her chair. She felt something crunch. She looked down and saw her chair. She was very upset. She decided to get a new chair.
instructor	| Bob was in his first year of college. He was trying to find a job. He saw a website with a great job posting. He hired an accountant. He got a great raise in his first month.
the thunder	| The man heard thunder outside. He looked out his window. It was the same storm he had heard in the past. He looked down to see that it came from his house. He was scared that it was going to rain.
kid 's toy	| Tommy bought a new toy. It was a new video game. It was a very expensive video game. Tommy was going to sell his new video game. Tommy sold the game and bought a new car.
i did n't know i could	| My friend was a little girl. She was also a very bad dancer. One day I wanted to show her how good I could dance. I practiced for weeks. She did not know I could do that.
refueling	| My friends and I went to the lake to go fishing. We had a great time. However to our surprise , a storm came through the night. We had to leave early. We are going to go back home.
quiet time	| I was reading a good book. Suddenly I got distracted. I fell asleep while reading. I woke up feeling tired. I couldn't finish the book.
carmen 's first job	| Carmen loved being a waitress. She wanted a better job. She applied for and was offered a job at a restaurant. She was very excited. Carmen went into the job with great expectations.
track star .	| I was playing track. I was a point guard. I was running to the hoop. I was on one knee. I made a three pointer.
sudoku	| Tom was a terrible chess player. He was asked to play in a tournament with his brother. Tom was scared to play chess with his brother. Tom practiced chess every day for months. Tom was able to face his brother at the tournament and win.
free lunch	| Tim was hungry. He looked in his cupboard. He could not find his lunch. It was gone. Tim was very hungry.
sam 's youtube channel	| am decided to make his own youtube channel. He started uploading videos of himself playing video games. He uploaded a lot of videos. Eventually he made a lot of money. Sam has been making his own youtube channel for over a year now.
written exam	| A teacher gave a final exam. We started studying on the exam. While we were studying , my mom called me. She said I had to take the exam. I went to school and started my exam.
the school computers	| Joe was a new employee at a local school. His first day at the school he was given the computer task. Joe was incredibly nervous about using the computer. He decided to make it a point to practice. After a few weeks of practice , Joe was able to use the computer well.
pool day !	| I decided to make a pool party. I bought all the supplies and put them in the garage. When I got home , I set up the pool. My friends brought their pool equipment and we had a great time. When we were done , we had a great time and enjoyed it.
jamie walks around	| Jamie was walking around the city. She found a nice restaurant. She ate her dinner. When she was done she walked down the street. Jamie looked for work.
dragon	| The dragon was afraid of heights. He would jump from the roof to the ground. The dragon was the size of a small town. He was scared of heights. He lived on the tops of buildings. <|endoftext|>>
valet parking	| Tom was driving to work. He got pulled over by a cop. Tom was not allowed to park in the back of the lot. Tom was not happy about the situation. He called his boss and told him he should park in the front.
the virus	| John woke up one morning and saw a horrible mess on his phone. He called the company and they sent someone to clean it up. It turned out that the virus had infected the company's network. They had to cancel all of John's calls. John was so upset he went to his boss and asked him to fire him.
dog	| The dog loved to bark. The owner noticed him barking. He called the dog's owner. The owner said the dog loves to bark. The owner gave the dog a treat. <|endoftext|>>
weather change	| Joe's wife was making dinner for her grandchildren. She had not expected much from them. Her husband told her that the weather had been so warm. So the children were getting their own special treat. Joe was very excited.
thanksgiving	| It was Thanksgiving day. I was very hungry. I decided to make turkey. I put everything in the oven. I was very happy with my turkey.
rain storm	| It started to storm hard. All of the lights went out. The power went out. The power company was out. People were stranded in their homes.
lost in a cave .	| I was hiking in the mountains. Suddenly , I heard a noise. It was my friend. He had gone down a huge cave. I was worried that he was lost. <|endoftext|>> <|endoftext|>>
mexico trip	| Kate and her family went to Mexico. It was a beautiful country. Kate had so much fun. Her family had a great time. Kate was very happy.
food saver	| Tom was hungry. His food bank was full. Tom decided to make a food bank account. He raised money from his friends. Tom was able to pay his bills and go to his friends house.
that dance	| Tom was invited to a dance. He showed up with his girlfriend. They went to a different dance. They danced for a long time. Tom was happy for the opportunity.
troubling situation	| It was a busy day at the school. I had to work late. I was getting very tired. I decided to go to the doctor. They told me I was pregnant.
eating berries	| Kim was trying to get fruit into her diet. She decided to try a trip to the fruit market. She bought a bag of berries. When she got home she carefully cut the berries. Kim was happy to have picked her own berries.
the cat	| I once had a cat. We had a lot of cats in our house at one time. My cat was a little scary. She would walk around my room and grab my clothes. I was afraid of her , so I kept her locked in a cage.
the bonfire	| Tim wanted to start a bonfire. He went out to his yard. He looked in the trees. The trees were too close to the fire. Tim got out a fire starter and began the fire.
the new job	| Jason was nervous about starting his new job. He hadn't seen his friends in weeks and knew he wasn't as good as them. He took a few lessons and got a good job interview. He took a few days off and went to his first interview. Jason felt good about his first day of work.
apples	| We had apple trees growing in our backyard. They had been planted for many years. We planted about a dozen trees. We began to see a bloom. We had five or six apples per tree. <|endoftext|>>
the bat .	| The bat was about to fly. He was a big bat. He was very fast. Suddenly , he flew into the window. The glass shattered. <|endoftext|>>
cleaning the stage	| The band had all been practicing for a week. They were very eager to perform. The whole band practiced for hours. The night before , they played their favorite song. When the band played , everyone cheered.
gary gave an important presentation	. His team was very excited about it. They were ready for the big day. They were all excited when it was time to go out on the field. They stood in line and waited to get on the field.
spilled water	| Tom was running late for work. He needed to get there quickly. Unfortunately he ran out of water. Tom's water broke. Tom had to run to the store and buy more.
the breakup	| Tom and Mary had been together for four years. Tom wanted to break up with Mary. They planned a wedding. She was very upset about it. Tom and Mary broke up.
stuck jelly bean	| I went to my friend's house on Christmas Eve. I decided to pop a jelly bean. I accidentally popped a jelly bean and broke it. When I got home , I realized I could not eat any jelly beans. I was so upset that I ran to the store , and bought a pack.
ice cream	| I had a horrible hangover. I was too tired to eat and drink anything. I decided to eat ice cream. I couldn't stop eating the ice cream. I couldn't stop eating the ice cream.
baked	| I made a cake. It was very hard to do. I tried to do it right but it turned out great. I liked the taste but the frosting was awful. I didn't even like the cake at all.
baker	| I was in the Army. We went to Vietnam. The bakery was very hard. We had a lot of problems. We eventually got out.
paul got a new coat	| aul needed a new coat. He went to the thrift store. He found a nice blue coat for $ 14. He picked up the coat. Paul was thankful that he had found a coat.
the smelly dishes	| The family was making dinner. All the plates were dirty. Their kids were getting all smelly. The mother didn't want to clean them. She threw out the dishes and said to clean them.
thrift store	| I went to the mall yesterday. I was shopping at a thrift store. I found a cool book. It cost $ 40. I bought it for my girlfriend.
the peel	| Tim was taking out the garbage. He used a sharp knife to cut the carrots. He sliced them into thin slices. Then , he used a small knife to cut the celery. He had to stop eating vegetables after using the peel.
making an app	| Tim was working on an app. He was working on it for a very long time. He finally finished. He uploaded it to his phone. Tim was able to make it on time.
keg stand	| The stand was just laying there. There was a man in the front of the stand. The man was angry. The man pushed the man out of the stand. The stand fell and hit the ground. <|endoftext|>>
long day at work	| John was about to start his second day at work. His boss called him into his office. He asked John if he was ready to work. John did not want to work today. John was forced to work another day.
political message	| Tom made a political statement. He didn't think it was very clear. He made it again. The audience applauded loudly. He felt like he'd accomplished something.
safety first	| am was at a restaurant. He ordered a burger and fries. When he got home they were burnt. Sam's mom took him to the hospital. Sam had to be put into a coma.
visit to the dentist	| uzy had a toothache. She called her dentist. The dentist came to visit her. Suzy had a cavity filled. She was glad to be visiting the dentist.
late	| Anna had been trying to sleep for several hours. Her alarm clock had not started to go off. She was running late for work. She knew she had to get up early the next day. But she was so hungry she couldn't decide on the morning.
baseball and bat	| I had always wanted to play baseball. My father helped me learn how to play baseball. I practiced all summer long. My father was happy that I was finally playing baseball. My father took me to the baseball game.
mturk	| The man used mturk. He made a lot of money. He didn't know how to work. He started a business online. He made a lot of money. <|endoftext|>>
bad stomach	| Tim was hungry. He went to the bathroom. He got out of the bathroom. He saw that his stomach was hurting. Tim went and got a doctor to help him.
kindness awarded	| I was on a diet. I decided to get a job and eat healthy. I tried to lose weight but it didn't work out. I ended up getting a lot of self-esteem issues. I decided to get a job to get better at trying different things.
light out	| It was night time and I was bored. I decided to watch television. The lights in my bedroom suddenly came on. I rushed out and turned the lights off. I went back to bed.
our visit	| I went on vacation to my grandparents. We took a train to the airport. We took a taxi to my grandparents house. We had dinner there. We spent time relaxing and eating.
aggressive dog	| I was running towards the house. A dog came up to me. It was a little big , so I tried to run away. However , the dog kept following me. I decided to run after him.
dropping classes	| Tom was taking his final exam. He was not confident he would pass. The test was very difficult. Tom was very worried. He knew his grades would be better if he studied harder.
false valor	| John was always a bad valor. His friends thought he was crazy. One day they were taking a picture and he tripped. John was sent to the principal's office. John was fired from his job for being a bad valor.
helping hands	| am's friends were playing baseball. Sam wanted to help them out. He asked if they needed help. They laughed at Sam. Sam didn't help them out.
rose goes to germany	| Rose went to Germany for her first trip. She wanted to see everything. She took several photos of all the sights. She brought along her camera. Rose loved her first visit to Germany.
the roller coaster	| am was about to go on an amazing roller coaster. He was going to ride the tallest and fastest one. Sam was nervous , but he went and got on. The ride started and Sam did not know how to slow down. Sam went in and fell off the roller coaster and hurt his shoulder.
breaking my arm	| I went to the swimming pool today. I was using the slide when my arm started to slip. I tripped over the edge and fell into the pool. I was able to get my arm back up but I broke my arm. I had to take my arm to the hospital for a cast.
trip to mexico	| Tim was in America. He was visiting his aunt. She was in Mexico. Tim was excited to see her. They had a great time together.
biology test	| Kim was having a science test. She had studied all week. She practiced all week. Kim took the test. She got a good grade.
facebook	| Ben wanted to use his phone more often. He decided he needed to make more friends. He started Facebook. He liked a lot of people. Ben became very popular.
shut down	| It was a hot afternoon. The power went out in the apartment building. The fire department was called. They had to put the power out. Many people were evacuated.
barney	| Barney was a very sweet boy. He was always talking to his mom. One day , Barney was talking to his mom. Unfortunately , Barney's mom saw him talking. Barney apologized for touching his mother's skirt.
insurance rate	| My insurance company announced that the rates have jumped. I was so excited. I had to call up the company. I told them the news. It's their fault for the increase.
mints	| I wanted to learn how to make my own mint juleps. I researched mint juleps online. I found some mint juleps at a nice store. I made my own mint juleps. I tasted them and loved them !
donnie tricks kids	| Donnie was a mean kid. Donnie decided to teach his kids tricks. Donnie practiced his tricks every day. Donnie's kids got into a fight. Donnie's kids got in big trouble.
night reading	| I was reading a book at the library. I thought I was going to be late. However to my surprise I finished the book in 15 minutes. I was so excited. I had a blast reading it.
shoe shine boy	| John was a shoe shine boy. He would shine the shoes of people in the street. He worked his way up to working for a big hotel. The hotel wanted to hire John for a new room. John worked his way up and eventually got a job at the hotel.
no smoking rule	| Kia was a very strict smoker. She had a big cigarette in her mouth. It was a huge pain. She decided to cut out smoking in 2014. She was very happy.
late	| It was a Saturday and I couldn't get my work done. I decided to call my boss to get an idea. We spent the day preparing and making arrangements. We had a great time together working together. We were both very tired on Friday.
bruce dog	| My dog is a lab. She is a great dog. One day , she got sick and threw up. She had to go to the vet. She is now recovering.
ear infection	| Tim was playing with his son. He let go of a toy. Tim's son got a sore on his arm. Tim's son had to be taken to the hospital. The hospital told Tim his arm was infected.
wrong way	| My dog ran out of the driveway during my walk. I was nervous when I saw the dog. I looked for a place to sit. I found a chair in the corner. The chair felt good but my dog was not happy.
replacement fish	| Tina was a swimmer at a local lake. She was supposed to take a swim and see a fish swim by. To her dismay she saw a large fish swim away. Tina panicked and called the police. The police eventually found the fish and took it away.
sarah 's toy	| arah was in her room. Sarah's toys were all gone. She looked in her closet. She looked in the living room. Sarah had no toys.
freezer burn	| One day my phone froze. I looked at it and saw it was frozen. I tried to get it to work again. It didn't work anymore. I had to do a factory reset.
frustrated dog	| I was walking my dog yesterday. The dog ran into another dog. He started to bark at the other dog. The other dog ran away. I chased my dog.
hen house	| The Smiths moved into a new house. They had a lot of kids. They thought the house would be big. However , it was very small. They hated their new house.
the plane tickets	| Tom was taking a flight. He had to buy tickets. He did not know what to buy. He finally decided on a ticket book. Tom purchased a ticket.
opera	| Mary loved opera. She was so into it she loved to sing. She practiced for weeks. She finally could sing her own part in a opera. Mary was thrilled to be part of a successful opera.
needing a new laptop	| I have a new laptop. I purchased it on Amazon. I ordered it from Best Buy. When I got the laptop home it was broken. I decided to return it.
puli	| Puli was a young girl who loved to dance. She was very smart , and she was always having fun. She even had a singing voice , but sadly she was deaf. Her parents encouraged her to learn to sing , but she refused. Puli's parents made her stay in the house and miss her dancing.
caught offense	| Kelly was babysitting when her boyfriend started to act weird. He tried to steal a phone from her. She tried to call the cops. But the cops wouldn't come. Luckily a neighbor helped Kelly catch the thief.
the commute	| I was driving to work. The car ahead of me was so loud. I didn't have any headphones. The car's engine was screaming. I couldn't hear the car ahead of me.
in trouble	| I was driving to work. All of a sudden I was pulled over. The cop asked me for my license. I told him my license was suspended. The cop was very angry.
new york trip	| Yesterday I was in New York City. I had the chance to see a concert. I really enjoyed the show. I also had a great time. I would do it again.
paperwork	| Jenny was supposed to mail some papers. Jenny checked all the mail in her mailbox. She realized she had forgotten a lot of papers. Jenny had to start all over again. Jenny never forgot to mail any papers again.
bad day	| I was at work yesterday. I was getting my work in. I had a bad day. I was working a lot. I had to go home.
woman on the other shore	| I was on a rafting trip with my friend. I was looking out over the sea to see what we were seeing. Suddenly , we saw a big wave coming towards us. My friend was really scared. Luckily , the boat got out of the way and we were safe.
fabi gets lost in school	| Fabi has been at school for four Years. She has never been to a party before. She decides to go to a party last weekend. Fabi is nervous about her first date. She is very happy to have gone to a party.
marines	| My father has been a Navy officer. My mother was a woman in law. One time my father had a stroke. He did not want to go to the hospital and go home. My mother said he could not have a wife but a Marine.
school play	| Lucy was nervous about her big school play. She hadn't auditioned for the lead role. She was very bad at performing. She worried she would get in. She ended up getting the role.
the small plane	| Jim was on vacation. He was going to the nearby city of Brighton. When he got there , he saw a small airplane. It was a small plane with no windows. Jim was annoyed it took so long to get on.
red balloon	| I was very excited when I got a balloon for my birthday. It was pink and was decorated with a balloon. I opened it and it was filled with balloons. I decided to go outside and walk around the house. I had a wonderful birthday.
garageband	| The man started a garage band. The local newspaper called him an inspiration. He invited his friends to join. The friends all started playing together. The newspaper called the band garage band.
nothing to watch	| Kia was bored. She decided to watch some television. Before long , her husband left to go to work. Kia was sad for a while , but soon she was feeling better. She was glad she had decided to watch television.
precious	| Gina's sister was a precious girl. Her name was Lucy , and she was one of the nicest she'd ever met. Gina's family had never seen Lucy. But Gina always thought Lucy was a good girl. Lucy was a loving girl , but Gina always thought she was sweet.
laptop bag	| Tom was working at his work. He had an old laptop. It was very dusty. It kept leaking. It was eventually thrown away.
pandas	| My girlfriend and I went to see the pandas at the zoo. They were the first thing we saw. This was the only time they had been in a cage. They were very calm. I had a great time.
father letter	| Fred had a crush on the girl at school. After a few months of talking and flirting , Fred got a letter. It was from his mom asking him to marry her. Fred never said anything to her , but he was very happy. He was so happy that she had accepted his proposal.
massachusetts trip	| am decided to go to Boston for a week. It was the first time he had been there. He was so excited to see all of the landmarks. He loved the music and food. Sam knew he would never forget his Boston trip !
quitting heroin cold turkey	| I've been sober for almost a year now. I feel very weak and unable to work. I'm struggling with addiction. I've been on heroin for a long time now. I started taking it cold turkey.
crushed bicycle	| I was on my way home from work one day. Suddenly I heard a loud noise. It was my bicycle. I turned around and saw someone trying to crush it ! I ran to the car and called the cops.
the storm	| Tom was driving his car. It started to rain. Tom thought it would be ok. He drove back to his house. Tom stayed inside for the rest of the day.
falling off the cliff	| I was swimming in the pool. I swam in the water for a short while. When I came back out it was very cold. I jumped off of the cliff and fell off the cliff. My back was hurting and I had to walk home.
terrible singer	| Tom was playing an instrument. He was really bad at it. He couldn't sing. He decided to quit playing. He couldn't find a job.
so much for cleaning up	| The house was full of junk. People were throwing things all over the place. It looked like it was going to be a messy house. I had to move the entire house. Now it looks like a mess.
the bad cook	| Fred was a great cook. Fred was a professional chef. Fred was asked to be a chef on a reality show. Fred was so nervous he was going to mess up. Fred cooked the best pasta ever.
brother	| John was a lonely man. He loved to read and watch tv. He was talking on his phone and the phone rang. John answered it and the caller was his brother. He asked John to meet him at the park.
surprise party	| Kelly and her friends were planning a surprise party. They decided on a birthday party. Kelly and her friends decided to have a birthday party. When they got to the party it was a huge success. Kelly and her friends were so happy.
fire alarm	| The house was on fire. The fire alarm went off. The fire department got everyone out of the house. They put out the fire. They were able to contain the fire in the house.
sampler	| Jane was buying a new laptop. She wanted to use the iPad. She bought a cheap plastic laptop case. She then used the case and used the iPad. Jane was happy with her decision to buy the case.
shot	| My wife was at the park with her niece. They got into an argument. My wife said she was going to take her niece to the park. My niece said she wanted to go to the park. My wife took her instead.
valentine 's day	| I had to write a card for my Valentine. It was a lot of work. I did a lot of research on Valentine's Day. I went to a nice restaurant. It was a nice experience.
i 'm sorry , baby	| Gina's parents had just left for a visit. She was walking home from school when she tripped. She tripped over a piece of glass and dropped her phone. Gina's phone was smashed. She was grounded for a week for her actions.
franny the olympian	| Franny was a gymnast. She trained hard every day. One day she was competing in the olympics. She was very nervous. Franny did a great job in the olympics.
technically misinformed	| Tom was a doctor. He was giving a lecture. He was talking about the difference between a pill and a shot. The audience started to get very uncomfortable. Tom ended up pulling the lecture.
pulled over	| am was driving home after work. He noticed a tail light on. He drove carefully , but it turned red. The cop pulled him over. He got a ticket for pulling the tail light.
the college student	| John wanted to be a doctor. John applied to a large university. John was accepted into the college. John was proud of his selection. John decided to become a doctor.
snacks	| Bob was hungry. So he took a bite out of his sandwich. He didn't pay attention to the directions to get to his car. They were all in the wrong place. He drove down the street instead and bought a small snack instead.
wishing well	| I had a wish well in my yard. I wanted to see if anyone came by. One day I saw a man coming down the street. I waved and he waved back. He didn't come , he just walked by.
quitting smoking	| I was a smoker for many years. I decided to quit smoking for good. I decided to go to the doctor. The doctor gave me a nicotine patch. I quit smoking for good.
thanksgiving	| Thanksgiving was coming up. It was my family's 2 year anniversary. We were really excited to get it over with. We all had lots of great food to eat on Thanksgiving day. We were all very thankful !
